file_id	image_path	species	source	set
28	dataset/images\train\lab\acer_campestre\ny1080-03-3.jpg	acer_campestre	lab	train
29	dataset/images\train\lab\acer_campestre\ny1080-03-4.jpg	acer_campestre	lab	train
30	dataset/images\train\lab\acer_campestre\ny1080-04-2.jpg	acer_campestre	lab	train
31	dataset/images\train\lab\acer_campestre\ny1080-04-3.jpg	acer_campestre	lab	train
32	dataset/images\train\lab\acer_campestre\ny1080-04-4.jpg	acer_campestre	lab	train
33	dataset/images\train\lab\acer_campestre\ny1080-05-1.jpg	acer_campestre	lab	train
34	dataset/images\train\lab\acer_campestre\ny1080-05-3.jpg	acer_campestre	lab	train
35	dataset/images\train\lab\acer_campestre\ny1080-05-4.jpg	acer_campestre	lab	train
36	dataset/images\train\lab\acer_campestre\ny1080-06-1.jpg	acer_campestre	lab	train
37	dataset/images\train\lab\acer_campestre\ny1080-06-2.jpg	acer_campestre	lab	train
38	dataset/images\train\lab\acer_campestre\ny1080-06-4.jpg	acer_campestre	lab	train
39	dataset/images\train\lab\acer_campestre\ny1080-07-3.jpg	acer_campestre	lab	train
40	dataset/images\train\lab\acer_campestre\ny1080-07-4.jpg	acer_campestre	lab	train
41	dataset/images\train\lab\acer_campestre\ny1080-08-1.jpg	acer_campestre	lab	train
42	dataset/images\train\lab\acer_campestre\ny1080-08-2.jpg	acer_campestre	lab	train
43	dataset/images\train\lab\acer_campestre\ny1080-08-4.jpg	acer_campestre	lab	train
44	dataset/images\train\lab\acer_campestre\ny1080-09-1.jpg	acer_campestre	lab	train
45	dataset/images\train\lab\acer_campestre\ny1080-09-2.jpg	acer_campestre	lab	train
46	dataset/images\train\lab\acer_campestre\ny1080-09-4.jpg	acer_campestre	lab	train
47	dataset/images\train\lab\acer_campestre\ny1080-10-1.jpg	acer_campestre	lab	train
48	dataset/images\train\lab\acer_campestre\ny1080-10-2.jpg	acer_campestre	lab	train
49	dataset/images\train\lab\acer_campestre\ny1080-10-3.jpg	acer_campestre	lab	train
50	dataset/images\train\lab\acer_campestre\ny1080-10-4.jpg	acer_campestre	lab	train
51	dataset/images\train\lab\acer_campestre\ny1081-01-1.jpg	acer_campestre	lab	train
52	dataset/images\train\lab\acer_campestre\ny1081-01-2.jpg	acer_campestre	lab	train
53	dataset/images\train\lab\acer_campestre\ny1081-01-3.jpg	acer_campestre	lab	train
54	dataset/images\train\lab\acer_campestre\ny1081-01-4.jpg	acer_campestre	lab	train
55	dataset/images\train\lab\acer_campestre\ny1081-02-1.jpg	acer_campestre	lab	train
56	dataset/images\train\lab\acer_campestre\ny1081-02-2.jpg	acer_campestre	lab	train
57	dataset/images\train\lab\acer_campestre\ny1081-02-3.jpg	acer_campestre	lab	train
58	dataset/images\train\lab\acer_campestre\ny1081-03-1.jpg	acer_campestre	lab	train
59	dataset/images\train\lab\acer_campestre\ny1081-03-2.jpg	acer_campestre	lab	train
60	dataset/images\train\lab\acer_campestre\ny1081-03-3.jpg	acer_campestre	lab	train
61	dataset/images\train\lab\acer_campestre\ny1081-04-1.jpg	acer_campestre	lab	train
62	dataset/images\train\lab\acer_campestre\ny1081-04-2.jpg	acer_campestre	lab	train
63	dataset/images\train\lab\acer_campestre\ny1081-05-2.jpg	acer_campestre	lab	train
64	dataset/images\train\lab\acer_campestre\ny1081-05-3.jpg	acer_campestre	lab	train
65	dataset/images\train\lab\acer_campestre\ny1081-05-4.jpg	acer_campestre	lab	train
66	dataset/images\train\lab\acer_campestre\ny1081-06-1.jpg	acer_campestre	lab	train
67	dataset/images\train\lab\acer_campestre\ny1081-06-2.jpg	acer_campestre	lab	train
68	dataset/images\train\lab\acer_campestre\ny1081-06-3.jpg	acer_campestre	lab	train
69	dataset/images\train\lab\acer_campestre\ny1081-06-4.jpg	acer_campestre	lab	train
70	dataset/images\train\lab\acer_campestre\ny1081-07-1.jpg	acer_campestre	lab	train
71	dataset/images\train\lab\acer_campestre\ny1081-07-2.jpg	acer_campestre	lab	train
72	dataset/images\train\lab\acer_campestre\ny1081-07-3.jpg	acer_campestre	lab	train
73	dataset/images\train\lab\acer_campestre\ny1081-07-4.jpg	acer_campestre	lab	train
74	dataset/images\train\lab\acer_campestre\ny1081-08-3.jpg	acer_campestre	lab	train
75	dataset/images\train\lab\acer_campestre\ny1081-08-4.jpg	acer_campestre	lab	train
76	dataset/images\train\lab\acer_ginnala\ny1148-01-1.jpg	acer_ginnala	lab	train
77	dataset/images\train\lab\acer_ginnala\ny1148-01-2.jpg	acer_ginnala	lab	train
78	dataset/images\train\lab\acer_ginnala\ny1148-01-3.jpg	acer_ginnala	lab	train
79	dataset/images\train\lab\acer_ginnala\ny1148-02-2.jpg	acer_ginnala	lab	train
80	dataset/images\train\lab\acer_ginnala\ny1148-02-4.jpg	acer_ginnala	lab	train
81	dataset/images\train\lab\acer_ginnala\ny1148-03-1.jpg	acer_ginnala	lab	train
82	dataset/images\train\lab\acer_ginnala\ny1148-03-2.jpg	acer_ginnala	lab	train
83	dataset/images\train\lab\acer_ginnala\ny1148-03-4.jpg	acer_ginnala	lab	train
84	dataset/images\train\lab\acer_ginnala\ny1148-04-1.jpg	acer_ginnala	lab	train
85	dataset/images\train\lab\acer_ginnala\ny1148-04-2.jpg	acer_ginnala	lab	train
86	dataset/images\train\lab\acer_ginnala\ny1148-04-3.jpg	acer_ginnala	lab	train
87	dataset/images\train\lab\acer_ginnala\ny1148-04-4.jpg	acer_ginnala	lab	train
88	dataset/images\train\lab\acer_ginnala\ny1148-05-2.jpg	acer_ginnala	lab	train
89	dataset/images\train\lab\acer_ginnala\ny1148-05-3.jpg	acer_ginnala	lab	train
90	dataset/images\train\lab\acer_ginnala\ny1148-05-4.jpg	acer_ginnala	lab	train
91	dataset/images\train\lab\acer_ginnala\ny1148-07-1.jpg	acer_ginnala	lab	train
92	dataset/images\train\lab\acer_ginnala\ny1148-07-2.jpg	acer_ginnala	lab	train
93	dataset/images\train\lab\acer_ginnala\ny1148-07-3.jpg	acer_ginnala	lab	train
94	dataset/images\train\lab\acer_ginnala\ny1148-07-4.jpg	acer_ginnala	lab	train
95	dataset/images\train\lab\acer_ginnala\ny1148-08-1.jpg	acer_ginnala	lab	train
96	dataset/images\train\lab\acer_ginnala\ny1148-08-3.jpg	acer_ginnala	lab	train
97	dataset/images\train\lab\acer_ginnala\ny1148-08-4.jpg	acer_ginnala	lab	train
98	dataset/images\train\lab\acer_ginnala\ny1148-09-3.jpg	acer_ginnala	lab	train
99	dataset/images\train\lab\acer_ginnala\ny1148-09-4.jpg	acer_ginnala	lab	train
100	dataset/images\train\lab\acer_ginnala\ny1148-10-2.jpg	acer_ginnala	lab	train
101	dataset/images\train\lab\acer_ginnala\ny1148-10-4.jpg	acer_ginnala	lab	train
102	dataset/images\train\lab\acer_ginnala\ny1148-11-3.jpg	acer_ginnala	lab	train
103	dataset/images\train\lab\acer_ginnala\ny1148-12-1.jpg	acer_ginnala	lab	train
104	dataset/images\train\lab\acer_ginnala\ny1148-12-2.jpg	acer_ginnala	lab	train
105	dataset/images\train\lab\acer_ginnala\ny1148-12-4.jpg	acer_ginnala	lab	train
106	dataset/images\train\lab\acer_ginnala\ny1148-13-1.jpg	acer_ginnala	lab	train
107	dataset/images\train\lab\acer_ginnala\ny1148-13-3.jpg	acer_ginnala	lab	train
108	dataset/images\train\lab\acer_ginnala\ny1148-13-4.jpg	acer_ginnala	lab	train
109	dataset/images\train\lab\acer_ginnala\ny1148-14-2.jpg	acer_ginnala	lab	train
110	dataset/images\train\lab\acer_ginnala\ny1148-14-3.jpg	acer_ginnala	lab	train
111	dataset/images\train\lab\acer_ginnala\ny1148-14-4.jpg	acer_ginnala	lab	train
112	dataset/images\train\lab\acer_ginnala\ny1148-15-1.jpg	acer_ginnala	lab	train
113	dataset/images\train\lab\acer_ginnala\ny1148-15-2.jpg	acer_ginnala	lab	train
114	dataset/images\train\lab\acer_ginnala\ny1148-15-3.jpg	acer_ginnala	lab	train
115	dataset/images\train\lab\acer_ginnala\ny1148-16-1.jpg	acer_ginnala	lab	train
116	dataset/images\train\lab\acer_ginnala\ny1148-16-2.jpg	acer_ginnala	lab	train
117	dataset/images\train\lab\acer_ginnala\ny1148-16-3.jpg	acer_ginnala	lab	train
118	dataset/images\train\lab\acer_ginnala\ny1148-16-4.jpg	acer_ginnala	lab	train
119	dataset/images\train\lab\acer_ginnala\ny1148-17-1.jpg	acer_ginnala	lab	train
120	dataset/images\train\lab\acer_ginnala\ny1148-17-3.jpg	acer_ginnala	lab	train
121	dataset/images\train\lab\acer_ginnala\ny1148-18-1.jpg	acer_ginnala	lab	train
122	dataset/images\train\lab\acer_ginnala\ny1148-18-2.jpg	acer_ginnala	lab	train
123	dataset/images\train\lab\acer_ginnala\ny1148-18-3.jpg	acer_ginnala	lab	train
124	dataset/images\train\lab\acer_ginnala\ny1148-18-4.jpg	acer_ginnala	lab	train
125	dataset/images\train\lab\acer_ginnala\ny1148-19-1.jpg	acer_ginnala	lab	train
126	dataset/images\train\lab\acer_ginnala\ny1148-19-2.jpg	acer_ginnala	lab	train
127	dataset/images\train\lab\acer_ginnala\ny1148-19-3.jpg	acer_ginnala	lab	train
128	dataset/images\train\lab\acer_ginnala\ny1148-20-1.jpg	acer_ginnala	lab	train
129	dataset/images\train\lab\acer_ginnala\ny1148-20-3.jpg	acer_ginnala	lab	train
130	dataset/images\train\lab\acer_ginnala\ny1148-20-4.jpg	acer_ginnala	lab	train
131	dataset/images\train\lab\acer_ginnala\ny1148-21-1.jpg	acer_ginnala	lab	train
132	dataset/images\train\lab\acer_ginnala\ny1148-21-2.jpg	acer_ginnala	lab	train
133	dataset/images\train\lab\acer_ginnala\ny1148-21-4.jpg	acer_ginnala	lab	train
134	dataset/images\train\lab\acer_ginnala\ny1148-22-2.jpg	acer_ginnala	lab	train
135	dataset/images\train\lab\acer_ginnala\ny1148-22-4.jpg	acer_ginnala	lab	train
136	dataset/images\train\lab\acer_ginnala\ny1148-23-1.jpg	acer_ginnala	lab	train
137	dataset/images\train\lab\acer_ginnala\ny1148-23-2.jpg	acer_ginnala	lab	train
138	dataset/images\train\lab\acer_ginnala\ny1148-23-4.jpg	acer_ginnala	lab	train
139	dataset/images\train\lab\acer_ginnala\ny1148-24-2.jpg	acer_ginnala	lab	train
140	dataset/images\train\lab\acer_ginnala\ny1148-24-3.jpg	acer_ginnala	lab	train
141	dataset/images\train\lab\acer_ginnala\ny1148-24-4.jpg	acer_ginnala	lab	train
142	dataset/images\train\lab\acer_ginnala\ny1148-25-1.jpg	acer_ginnala	lab	train
143	dataset/images\train\lab\acer_ginnala\ny1148-25-3.jpg	acer_ginnala	lab	train
144	dataset/images\train\lab\acer_ginnala\ny1148-25-4.jpg	acer_ginnala	lab	train
145	dataset/images\train\lab\acer_ginnala\ny1148-26-1.jpg	acer_ginnala	lab	train
146	dataset/images\train\lab\acer_ginnala\ny1148-26-2.jpg	acer_ginnala	lab	train
147	dataset/images\train\lab\acer_ginnala\ny1148-27-1.jpg	acer_ginnala	lab	train
148	dataset/images\train\lab\acer_ginnala\ny1148-27-2.jpg	acer_ginnala	lab	train
149	dataset/images\train\lab\acer_ginnala\ny1148-27-3.jpg	acer_ginnala	lab	train
150	dataset/images\train\lab\acer_ginnala\ny1148-27-4.jpg	acer_ginnala	lab	train
151	dataset/images\train\lab\acer_ginnala\ny1148-28-1.jpg	acer_ginnala	lab	train
152	dataset/images\train\lab\acer_ginnala\ny1148-28-2.jpg	acer_ginnala	lab	train
153	dataset/images\train\lab\acer_ginnala\ny1148-28-3.jpg	acer_ginnala	lab	train
154	dataset/images\train\lab\acer_ginnala\ny1148-28-4.jpg	acer_ginnala	lab	train
155	dataset/images\train\lab\acer_ginnala\ny1148-29-1.jpg	acer_ginnala	lab	train
156	dataset/images\train\lab\acer_ginnala\ny1148-29-3.jpg	acer_ginnala	lab	train
157	dataset/images\train\lab\acer_ginnala\ny1148-29-4.jpg	acer_ginnala	lab	train
158	dataset/images\train\lab\acer_ginnala\ny1148-30-2.jpg	acer_ginnala	lab	train
159	dataset/images\train\lab\acer_ginnala\ny1148-30-3.jpg	acer_ginnala	lab	train
160	dataset/images\train\lab\acer_negundo\pi2025-01-1.jpg	acer_negundo	lab	train
161	dataset/images\train\lab\acer_negundo\pi2025-01-2.jpg	acer_negundo	lab	train
162	dataset/images\train\lab\acer_negundo\pi2025-01-4.jpg	acer_negundo	lab	train
163	dataset/images\train\lab\acer_negundo\pi2025-02-1.jpg	acer_negundo	lab	train
164	dataset/images\train\lab\acer_negundo\pi2025-02-2.jpg	acer_negundo	lab	train
165	dataset/images\train\lab\acer_negundo\pi2025-02-3.jpg	acer_negundo	lab	train
166	dataset/images\train\lab\acer_negundo\pi2025-03-1.jpg	acer_negundo	lab	train
167	dataset/images\train\lab\acer_negundo\pi2025-04-1.jpg	acer_negundo	lab	train
168	dataset/images\train\lab\acer_negundo\pi2025-04-3.jpg	acer_negundo	lab	train
169	dataset/images\train\lab\acer_negundo\pi2025-04-4.jpg	acer_negundo	lab	train
170	dataset/images\train\lab\acer_negundo\pi2025-05-1.jpg	acer_negundo	lab	train
171	dataset/images\train\lab\acer_negundo\pi2025-05-2.jpg	acer_negundo	lab	train
172	dataset/images\train\lab\acer_negundo\pi2025-05-3.jpg	acer_negundo	lab	train
173	dataset/images\train\lab\acer_negundo\pi2025-05-4.jpg	acer_negundo	lab	train
174	dataset/images\train\lab\acer_negundo\pi2025-06-1.jpg	acer_negundo	lab	train
175	dataset/images\train\lab\acer_negundo\pi2025-06-3.jpg	acer_negundo	lab	train
176	dataset/images\train\lab\acer_negundo\pi2025-06-4.jpg	acer_negundo	lab	train
177	dataset/images\train\lab\acer_negundo\pi2025-07-1.jpg	acer_negundo	lab	train
178	dataset/images\train\lab\acer_negundo\pi2025-07-2.jpg	acer_negundo	lab	train
179	dataset/images\train\lab\acer_negundo\pi2025-08-1.jpg	acer_negundo	lab	train
180	dataset/images\train\lab\acer_negundo\pi2025-08-2.jpg	acer_negundo	lab	train
181	dataset/images\train\lab\acer_negundo\pi2025-08-3.jpg	acer_negundo	lab	train
182	dataset/images\train\lab\acer_negundo\pi2025-08-4.jpg	acer_negundo	lab	train
183	dataset/images\train\lab\acer_negundo\pi2025-09-1.jpg	acer_negundo	lab	train
184	dataset/images\train\lab\acer_negundo\pi2025-09-3.jpg	acer_negundo	lab	train
185	dataset/images\train\lab\acer_negundo\pi2025-09-4.jpg	acer_negundo	lab	train
186	dataset/images\train\lab\acer_negundo\pi2025-10-1.jpg	acer_negundo	lab	train
187	dataset/images\train\lab\acer_negundo\pi2025-10-3.jpg	acer_negundo	lab	train
188	dataset/images\train\lab\acer_negundo\pi2025-10-4.jpg	acer_negundo	lab	train
189	dataset/images\train\lab\acer_negundo\pi2025-11-2.jpg	acer_negundo	lab	train
190	dataset/images\train\lab\acer_negundo\pi2025-11-3.jpg	acer_negundo	lab	train
191	dataset/images\train\lab\acer_negundo\pi2025-11-4.jpg	acer_negundo	lab	train
192	dataset/images\train\lab\acer_negundo\pi2026-01-3.jpg	acer_negundo	lab	train
193	dataset/images\train\lab\acer_negundo\pi2026-01-4.jpg	acer_negundo	lab	train
194	dataset/images\train\lab\acer_negundo\pi2026-02-1.jpg	acer_negundo	lab	train
195	dataset/images\train\lab\acer_negundo\pi2026-02-2.jpg	acer_negundo	lab	train
196	dataset/images\train\lab\acer_negundo\pi2026-02-3.jpg	acer_negundo	lab	train
197	dataset/images\train\lab\acer_negundo\pi2026-03-1.jpg	acer_negundo	lab	train
198	dataset/images\train\lab\acer_negundo\pi2026-03-2.jpg	acer_negundo	lab	train
199	dataset/images\train\lab\acer_negundo\pi2026-03-3.jpg	acer_negundo	lab	train
200	dataset/images\train\lab\acer_negundo\pi2026-04-1.jpg	acer_negundo	lab	train
201	dataset/images\train\lab\acer_negundo\pi2026-04-2.jpg	acer_negundo	lab	train
202	dataset/images\train\lab\acer_negundo\pi2026-04-3.jpg	acer_negundo	lab	train
203	dataset/images\train\lab\acer_negundo\pi2026-05-1.jpg	acer_negundo	lab	train
204	dataset/images\train\lab\acer_negundo\pi2026-05-2.jpg	acer_negundo	lab	train
205	dataset/images\train\lab\acer_negundo\pi2026-05-3.jpg	acer_negundo	lab	train
206	dataset/images\train\lab\acer_negundo\pi2026-05-4.jpg	acer_negundo	lab	train
207	dataset/images\train\lab\acer_negundo\pi2026-06-1.jpg	acer_negundo	lab	train
208	dataset/images\train\lab\acer_negundo\pi2026-06-2.jpg	acer_negundo	lab	train
209	dataset/images\train\lab\acer_negundo\pi2026-06-3.jpg	acer_negundo	lab	train
210	dataset/images\train\lab\acer_negundo\pi2026-06-4.jpg	acer_negundo	lab	train
211	dataset/images\train\lab\acer_negundo\pi2026-07-1.jpg	acer_negundo	lab	train
212	dataset/images\train\lab\acer_negundo\pi2026-07-3.jpg	acer_negundo	lab	train
213	dataset/images\train\lab\acer_negundo\pi2026-08-2.jpg	acer_negundo	lab	train
214	dataset/images\train\lab\acer_negundo\pi2026-08-4.jpg	acer_negundo	lab	train
215	dataset/images\train\lab\acer_negundo\pi2026-09-1.jpg	acer_negundo	lab	train
216	dataset/images\train\lab\acer_negundo\pi2026-09-2.jpg	acer_negundo	lab	train
217	dataset/images\train\lab\acer_negundo\pi2026-09-3.jpg	acer_negundo	lab	train
218	dataset/images\train\lab\acer_negundo\pi2026-10-1.jpg	acer_negundo	lab	train
219	dataset/images\train\lab\acer_negundo\pi2026-10-3.jpg	acer_negundo	lab	train
220	dataset/images\train\lab\acer_negundo\pi2027-01-2.jpg	acer_negundo	lab	train
221	dataset/images\train\lab\acer_negundo\pi2027-01-4.jpg	acer_negundo	lab	train
222	dataset/images\train\lab\acer_negundo\pi2027-02-1.jpg	acer_negundo	lab	train
223	dataset/images\train\lab\acer_negundo\pi2027-02-2.jpg	acer_negundo	lab	train
224	dataset/images\train\lab\acer_negundo\pi2027-02-4.jpg	acer_negundo	lab	train
225	dataset/images\train\lab\acer_negundo\pi2027-03-1.jpg	acer_negundo	lab	train
226	dataset/images\train\lab\acer_negundo\pi2027-03-2.jpg	acer_negundo	lab	train
227	dataset/images\train\lab\acer_negundo\pi2027-03-3.jpg	acer_negundo	lab	train
228	dataset/images\train\lab\acer_negundo\pi2027-03-4.jpg	acer_negundo	lab	train
229	dataset/images\train\lab\acer_negundo\pi2027-04-1.jpg	acer_negundo	lab	train
230	dataset/images\train\lab\acer_negundo\pi2027-04-2.jpg	acer_negundo	lab	train
231	dataset/images\train\lab\acer_negundo\pi2027-05-1.jpg	acer_negundo	lab	train
232	dataset/images\train\lab\acer_negundo\pi2027-05-2.jpg	acer_negundo	lab	train
233	dataset/images\train\lab\acer_negundo\pi2027-05-4.jpg	acer_negundo	lab	train
234	dataset/images\train\lab\acer_negundo\pi2027-06-1.jpg	acer_negundo	lab	train
235	dataset/images\train\lab\acer_negundo\pi2027-06-2.jpg	acer_negundo	lab	train
236	dataset/images\train\lab\acer_negundo\pi2027-06-3.jpg	acer_negundo	lab	train
237	dataset/images\train\lab\acer_negundo\pi2027-06-4.jpg	acer_negundo	lab	train
238	dataset/images\train\lab\acer_negundo\pi2027-07-1.jpg	acer_negundo	lab	train
239	dataset/images\train\lab\acer_negundo\pi2027-07-2.jpg	acer_negundo	lab	train
240	dataset/images\train\lab\acer_negundo\pi2027-07-3.jpg	acer_negundo	lab	train
241	dataset/images\train\lab\acer_negundo\pi2027-08-2.jpg	acer_negundo	lab	train
242	dataset/images\train\lab\acer_negundo\pi2027-08-3.jpg	acer_negundo	lab	train
243	dataset/images\train\lab\acer_negundo\pi2028-01-2.jpg	acer_negundo	lab	train
244	dataset/images\train\lab\acer_negundo\pi2028-01-3.jpg	acer_negundo	lab	train
245	dataset/images\train\lab\acer_negundo\pi2028-01-4.jpg	acer_negundo	lab	train
246	dataset/images\train\lab\acer_negundo\pi2028-02-1.jpg	acer_negundo	lab	train
247	dataset/images\train\lab\acer_negundo\pi2028-02-2.jpg	acer_negundo	lab	train
248	dataset/images\train\lab\acer_negundo\pi2028-02-3.jpg	acer_negundo	lab	train
249	dataset/images\train\lab\acer_negundo\pi2028-02-4.jpg	acer_negundo	lab	train
250	dataset/images\train\lab\acer_negundo\pi2028-03-2.jpg	acer_negundo	lab	train
251	dataset/images\train\lab\acer_negundo\pi2028-04-1.jpg	acer_negundo	lab	train
252	dataset/images\train\lab\acer_negundo\pi2028-04-4.jpg	acer_negundo	lab	train
253	dataset/images\train\lab\acer_negundo\pi2028-05-2.jpg	acer_negundo	lab	train
254	dataset/images\train\lab\acer_negundo\pi2028-05-4.jpg	acer_negundo	lab	train
255	dataset/images\train\lab\acer_negundo\pi2028-06-2.jpg	acer_negundo	lab	train
256	dataset/images\train\lab\acer_negundo\pi2028-06-4.jpg	acer_negundo	lab	train
257	dataset/images\train\lab\acer_negundo\pi2028-07-1.jpg	acer_negundo	lab	train
258	dataset/images\train\lab\acer_negundo\pi2028-07-2.jpg	acer_negundo	lab	train
259	dataset/images\train\lab\acer_negundo\pi2028-08-1.jpg	acer_negundo	lab	train
260	dataset/images\train\lab\acer_negundo\pi2028-08-2.jpg	acer_negundo	lab	train
261	dataset/images\train\lab\acer_negundo\pi2028-09-2.jpg	acer_negundo	lab	train
262	dataset/images\train\lab\acer_negundo\pi2028-09-3.jpg	acer_negundo	lab	train
263	dataset/images\train\lab\acer_negundo\pi2028-10-1.jpg	acer_negundo	lab	train
264	dataset/images\train\lab\acer_negundo\pi2028-10-2.jpg	acer_negundo	lab	train
265	dataset/images\train\lab\acer_negundo\pi2029-01-3.jpg	acer_negundo	lab	train
266	dataset/images\train\lab\acer_negundo\pi2029-01-4.jpg	acer_negundo	lab	train
267	dataset/images\train\lab\acer_negundo\pi2029-02-1.jpg	acer_negundo	lab	train
268	dataset/images\train\lab\acer_negundo\pi2029-02-2.jpg	acer_negundo	lab	train
269	dataset/images\train\lab\acer_negundo\pi2029-02-3.jpg	acer_negundo	lab	train
270	dataset/images\train\lab\acer_negundo\pi2029-02-4.jpg	acer_negundo	lab	train
271	dataset/images\train\lab\acer_negundo\pi2029-03-1.jpg	acer_negundo	lab	train
272	dataset/images\train\lab\acer_negundo\pi2029-03-2.jpg	acer_negundo	lab	train
273	dataset/images\train\lab\acer_negundo\pi2029-03-3.jpg	acer_negundo	lab	train
274	dataset/images\train\lab\acer_negundo\pi2029-03-4.jpg	acer_negundo	lab	train
275	dataset/images\train\lab\acer_negundo\pi2029-04-3.jpg	acer_negundo	lab	train
276	dataset/images\train\lab\acer_negundo\pi2029-04-4.jpg	acer_negundo	lab	train
277	dataset/images\train\lab\acer_negundo\pi2029-05-1.jpg	acer_negundo	lab	train
278	dataset/images\train\lab\acer_negundo\pi2029-05-2.jpg	acer_negundo	lab	train
279	dataset/images\train\lab\acer_negundo\pi2029-05-3.jpg	acer_negundo	lab	train
280	dataset/images\train\lab\acer_negundo\pi2029-05-4.jpg	acer_negundo	lab	train
281	dataset/images\train\lab\acer_negundo\pi2029-06-1.jpg	acer_negundo	lab	train
282	dataset/images\train\lab\acer_negundo\pi2029-06-2.jpg	acer_negundo	lab	train
283	dataset/images\train\lab\acer_negundo\pi2029-06-3.jpg	acer_negundo	lab	train
284	dataset/images\train\lab\acer_negundo\pi2029-06-4.jpg	acer_negundo	lab	train
285	dataset/images\train\lab\acer_negundo\pi2029-07-1.jpg	acer_negundo	lab	train
286	dataset/images\train\lab\acer_negundo\pi2029-07-2.jpg	acer_negundo	lab	train
287	dataset/images\train\lab\acer_negundo\pi2029-07-3.jpg	acer_negundo	lab	train
288	dataset/images\train\lab\acer_negundo\pi2029-07-4.jpg	acer_negundo	lab	train
289	dataset/images\train\lab\acer_negundo\pi2029-08-2.jpg	acer_negundo	lab	train
290	dataset/images\train\lab\acer_negundo\pi2029-08-3.jpg	acer_negundo	lab	train
291	dataset/images\train\lab\acer_negundo\pi2029-08-4.jpg	acer_negundo	lab	train
292	dataset/images\train\lab\acer_negundo\pi2029-09-2.jpg	acer_negundo	lab	train
293	dataset/images\train\lab\acer_negundo\pi2029-09-3.jpg	acer_negundo	lab	train
294	dataset/images\train\lab\acer_negundo\pi2029-09-4.jpg	acer_negundo	lab	train
295	dataset/images\train\lab\acer_negundo\pi2029-10-3.jpg	acer_negundo	lab	train
296	dataset/images\train\lab\acer_negundo\pi2029-10-4.jpg	acer_negundo	lab	train
297	dataset/images\train\lab\aesculus_glabra\ny1158-01-2.jpg	aesculus_glabra	lab	train
298	dataset/images\train\lab\aesculus_glabra\ny1158-01-3.jpg	aesculus_glabra	lab	train
299	dataset/images\train\lab\aesculus_glabra\ny1158-02-1.jpg	aesculus_glabra	lab	train
300	dataset/images\train\lab\aesculus_glabra\ny1158-02-2.jpg	aesculus_glabra	lab	train
301	dataset/images\train\lab\aesculus_glabra\ny1158-02-3.jpg	aesculus_glabra	lab	train
302	dataset/images\train\lab\aesculus_glabra\ny1158-02-4.jpg	aesculus_glabra	lab	train
303	dataset/images\train\lab\aesculus_glabra\ny1158-03-1.jpg	aesculus_glabra	lab	train
304	dataset/images\train\lab\aesculus_glabra\ny1158-03-3.jpg	aesculus_glabra	lab	train
305	dataset/images\train\lab\aesculus_glabra\ny1158-04-1.jpg	aesculus_glabra	lab	train
