file_id	image_path	segmented_path	species	source
55906	dataset/images/lab/acer_campestre/ny1080-08-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-2.png	Acer campestre	lab
55908	dataset/images/lab/acer_campestre/ny1080-08-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-3.png	Acer campestre	lab
55910	dataset/images/lab/acer_campestre/ny1080-08-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-08-4.png	Acer campestre	lab
55912	dataset/images/lab/acer_campestre/ny1080-09-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-1.png	Acer campestre	lab
55914	dataset/images/lab/acer_campestre/ny1080-09-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-2.png	Acer campestre	lab
55916	dataset/images/lab/acer_campestre/ny1080-09-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-3.png	Acer campestre	lab
55918	dataset/images/lab/acer_campestre/ny1080-09-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-09-4.png	Acer campestre	lab
55920	dataset/images/lab/acer_campestre/ny1080-10-1.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-1.png	Acer campestre	lab
55922	dataset/images/lab/acer_campestre/ny1080-10-2.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-2.png	Acer campestre	lab
55923	dataset/images/lab/acer_campestre/ny1080-10-3.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-3.png	Acer campestre	lab
75730	dataset/images/lab/acer_campestre/ny1080-10-4.jpg	dataset/segmented/lab/acer_campestre/ny1080-10-4.png	Acer campestre	lab
75731	dataset/images/lab/acer_campestre/ny1081-01-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-1.png	Acer campestre	lab
75732	dataset/images/lab/acer_campestre/ny1081-01-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-2.png	Acer campestre	lab
75733	dataset/images/lab/acer_campestre/ny1081-01-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-3.png	Acer campestre	lab
75734	dataset/images/lab/acer_campestre/ny1081-01-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-01-4.png	Acer campestre	lab
75735	dataset/images/lab/acer_campestre/ny1081-02-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-1.png	Acer campestre	lab
75736	dataset/images/lab/acer_campestre/ny1081-02-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-2.png	Acer campestre	lab
75737	dataset/images/lab/acer_campestre/ny1081-02-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-3.png	Acer campestre	lab
75738	dataset/images/lab/acer_campestre/ny1081-02-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-02-4.png	Acer campestre	lab
75739	dataset/images/lab/acer_campestre/ny1081-03-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-1.png	Acer campestre	lab
75740	dataset/images/lab/acer_campestre/ny1081-03-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-2.png	Acer campestre	lab
75741	dataset/images/lab/acer_campestre/ny1081-03-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-3.png	Acer campestre	lab
75742	dataset/images/lab/acer_campestre/ny1081-03-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-03-4.png	Acer campestre	lab
75743	dataset/images/lab/acer_campestre/ny1081-04-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-1.png	Acer campestre	lab
75744	dataset/images/lab/acer_campestre/ny1081-04-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-2.png	Acer campestre	lab
75745	dataset/images/lab/acer_campestre/ny1081-04-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-3.png	Acer campestre	lab
75746	dataset/images/lab/acer_campestre/ny1081-04-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-04-4.png	Acer campestre	lab
75747	dataset/images/lab/acer_campestre/ny1081-05-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-1.png	Acer campestre	lab
75748	dataset/images/lab/acer_campestre/ny1081-05-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-2.png	Acer campestre	lab
75749	dataset/images/lab/acer_campestre/ny1081-05-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-3.png	Acer campestre	lab
75750	dataset/images/lab/acer_campestre/ny1081-05-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-05-4.png	Acer campestre	lab
75751	dataset/images/lab/acer_campestre/ny1081-06-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-1.png	Acer campestre	lab
75752	dataset/images/lab/acer_campestre/ny1081-06-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-2.png	Acer campestre	lab
75753	dataset/images/lab/acer_campestre/ny1081-06-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-3.png	Acer campestre	lab
75754	dataset/images/lab/acer_campestre/ny1081-06-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-06-4.png	Acer campestre	lab
75755	dataset/images/lab/acer_campestre/ny1081-07-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-1.png	Acer campestre	lab
75756	dataset/images/lab/acer_campestre/ny1081-07-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-2.png	Acer campestre	lab
75757	dataset/images/lab/acer_campestre/ny1081-07-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-3.png	Acer campestre	lab
75758	dataset/images/lab/acer_campestre/ny1081-07-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-07-4.png	Acer campestre	lab
75759	dataset/images/lab/acer_campestre/ny1081-08-1.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-1.png	Acer campestre	lab
75760	dataset/images/lab/acer_campestre/ny1081-08-2.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-2.png	Acer campestre	lab
75761	dataset/images/lab/acer_campestre/ny1081-08-3.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-3.png	Acer campestre	lab
75762	dataset/images/lab/acer_campestre/ny1081-08-4.jpg	dataset/segmented/lab/acer_campestre/ny1081-08-4.png	Acer campestre	lab
1734666	dataset/images/field/acer_campestre/13291732971024.jpg	dataset/segmented/field/acer_campestre/13291732971024.png	Acer campestre	field
1734667	dataset/images/field/acer_campestre/13291732972155.jpg	dataset/segmented/field/acer_campestre/13291732972155.png	Acer campestre	field
1734668	dataset/images/field/acer_campestre/13291732976170.jpg	dataset/segmented/field/acer_campestre/13291732976170.png	Acer campestre	field
1734669	dataset/images/field/acer_campestre/13291732978630.jpg	dataset/segmented/field/acer_campestre/13291732978630.png	Acer campestre	field
1734670	dataset/images/field/acer_campestre/13291732970717.jpg	dataset/segmented/field/acer_campestre/13291732970717.png	Acer campestre	field
1734671	dataset/images/field/acer_campestre/13291732979190.jpg	dataset/segmented/field/acer_campestre/13291732979190.png	Acer campestre	field
1734672	dataset/images/field/acer_campestre/13291732974447.jpg	dataset/segmented/field/acer_campestre/13291732974447.png	Acer campestre	field
1734673	dataset/images/field/acer_campestre/13291732975844.jpg	dataset/segmented/field/acer_campestre/13291732975844.png	Acer campestre	field
1734674	dataset/images/field/acer_campestre/13291732977086.jpg	dataset/segmented/field/acer_campestre/13291732977086.png	Acer campestre	field
1734675	dataset/images/field/acer_campestre/13291732978518.jpg	dataset/segmented/field/acer_campestre/13291732978518.png	Acer campestre	field
1734676	dataset/images/field/acer_campestre/13291732972031.jpg	dataset/segmented/field/acer_campestre/13291732972031.png	Acer campestre	field
1734677	dataset/images/field/acer_campestre/13291732976397.jpg	dataset/segmented/field/acer_campestre/13291732976397.png	Acer campestre	field
1734678	dataset/images/field/acer_campestre/13291732978427.jpg	dataset/segmented/field/acer_campestre/13291732978427.png	Acer campestre	field
1734679	dataset/images/field/acer_campestre/13291732977220.jpg	dataset/segmented/field/acer_campestre/13291732977220.png	Acer campestre	field
1734680	dataset/images/field/acer_campestre/13291732975636.jpg	dataset/segmented/field/acer_campestre/13291732975636.png	Acer campestre	field
1734681	dataset/images/field/acer_campestre/13291732970228.jpg	dataset/segmented/field/acer_campestre/13291732970228.png	Acer campestre	field
1734683	dataset/images/field/acer_campestre/13291732979867.jpg	dataset/segmented/field/acer_campestre/13291732979867.png	Acer campestre	field
1734684	dataset/images/field/acer_campestre/13291732970977.jpg	dataset/segmented/field/acer_campestre/13291732970977.png	Acer campestre	field
1734685	dataset/images/field/acer_campestre/13291732972527.jpg	dataset/segmented/field/acer_campestre/13291732972527.png	Acer campestre	field
1734686	dataset/images/field/acer_campestre/13291732974638.jpg	dataset/segmented/field/acer_campestre/13291732974638.png	Acer campestre	field
1734687	dataset/images/field/acer_campestre/13291732975387.jpg	dataset/segmented/field/acer_campestre/13291732975387.png	Acer campestre	field
1734688	dataset/images/field/acer_campestre/13291732978235.jpg	dataset/segmented/field/acer_campestre/13291732978235.png	Acer campestre	field
1734689	dataset/images/field/acer_campestre/13291732978752.jpg	dataset/segmented/field/acer_campestre/13291732978752.png	Acer campestre	field
1734690	dataset/images/field/acer_campestre/13291732970222.jpg	dataset/segmented/field/acer_campestre/13291732970222.png	Acer campestre	field
1734691	dataset/images/field/acer_campestre/13291732975597.jpg	dataset/segmented/field/acer_campestre/13291732975597.png	Acer campestre	field
1734692	dataset/images/field/acer_campestre/13291732978855.jpg	dataset/segmented/field/acer_campestre/13291732978855.png	Acer campestre	field
1734693	dataset/images/field/acer_campestre/13291732973267.jpg	dataset/segmented/field/acer_campestre/13291732973267.png	Acer campestre	field
1734694	dataset/images/field/acer_campestre/13291732974669.jpg	dataset/segmented/field/acer_campestre/13291732974669.png	Acer campestre	field
1734695	dataset/images/field/acer_campestre/13291732972114.jpg	dataset/segmented/field/acer_campestre/13291732972114.png	Acer campestre	field
1734696	dataset/images/field/acer_campestre/13291732975289.jpg	dataset/segmented/field/acer_campestre/13291732975289.png	Acer campestre	field
1734697	dataset/images/field/acer_campestre/13291732973114.jpg	dataset/segmented/field/acer_campestre/13291732973114.png	Acer campestre	field
1734698	dataset/images/field/acer_campestre/13291732971753.jpg	dataset/segmented/field/acer_campestre/13291732971753.png	Acer campestre	field
1734699	dataset/images/field/acer_campestre/13291732978754.jpg	dataset/segmented/field/acer_campestre/13291732978754.png	Acer campestre	field
1734700	dataset/images/field/acer_campestre/13291732974605.jpg	dataset/segmented/field/acer_campestre/13291732974605.png	Acer campestre	field
1734701	dataset/images/field/acer_campestre/13291732970169.jpg	dataset/segmented/field/acer_campestre/13291732970169.png	Acer campestre	field
1734702	dataset/images/field/acer_campestre/13291732972088.jpg	dataset/segmented/field/acer_campestre/13291732972088.png	Acer campestre	field
57771	dataset/images/lab/gleditsia_triacanthos/pi1072-01-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-01-1.png	Gleditsia triacanthos	lab
57772	dataset/images/lab/gleditsia_triacanthos/pi1072-01-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-01-2.png	Gleditsia triacanthos	lab
57773	dataset/images/lab/gleditsia_triacanthos/pi1072-01-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-01-3.png	Gleditsia triacanthos	lab
57774	dataset/images/lab/gleditsia_triacanthos/pi1072-01-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-01-4.png	Gleditsia triacanthos	lab
57775	dataset/images/lab/gleditsia_triacanthos/pi1072-02-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-02-1.png	Gleditsia triacanthos	lab
57776	dataset/images/lab/gleditsia_triacanthos/pi1072-02-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-02-2.png	Gleditsia triacanthos	lab
57777	dataset/images/lab/gleditsia_triacanthos/pi1072-02-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-02-3.png	Gleditsia triacanthos	lab
57778	dataset/images/lab/gleditsia_triacanthos/pi1072-02-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-02-4.png	Gleditsia triacanthos	lab
57779	dataset/images/lab/gleditsia_triacanthos/pi1072-03-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-03-1.png	Gleditsia triacanthos	lab
57780	dataset/images/lab/gleditsia_triacanthos/pi1072-03-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-03-2.png	Gleditsia triacanthos	lab
57781	dataset/images/lab/gleditsia_triacanthos/pi1072-03-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-03-3.png	Gleditsia triacanthos	lab
57782	dataset/images/lab/gleditsia_triacanthos/pi1072-03-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi1072-03-4.png	Gleditsia triacanthos	lab
57783	dataset/images/lab/gleditsia_triacanthos/pi2766-01-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-01-1.png	Gleditsia triacanthos	lab
57784	dataset/images/lab/gleditsia_triacanthos/pi2766-01-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-01-2.png	Gleditsia triacanthos	lab
57785	dataset/images/lab/gleditsia_triacanthos/pi2766-01-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-01-3.png	Gleditsia triacanthos	lab
57786	dataset/images/lab/gleditsia_triacanthos/pi2766-01-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-01-4.png	Gleditsia triacanthos	lab
57787	dataset/images/lab/gleditsia_triacanthos/pi2766-02-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-02-1.png	Gleditsia triacanthos	lab
57788	dataset/images/lab/gleditsia_triacanthos/pi2766-02-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-02-2.png	Gleditsia triacanthos	lab
57789	dataset/images/lab/gleditsia_triacanthos/pi2766-02-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-02-3.png	Gleditsia triacanthos	lab
57790	dataset/images/lab/gleditsia_triacanthos/pi2766-02-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-02-4.png	Gleditsia triacanthos	lab
57791	dataset/images/lab/gleditsia_triacanthos/pi2766-03-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-03-1.png	Gleditsia triacanthos	lab
57792	dataset/images/lab/gleditsia_triacanthos/pi2766-03-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-03-2.png	Gleditsia triacanthos	lab
57793	dataset/images/lab/gleditsia_triacanthos/pi2766-03-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-03-3.png	Gleditsia triacanthos	lab
57794	dataset/images/lab/gleditsia_triacanthos/pi2766-03-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-03-4.png	Gleditsia triacanthos	lab
57795	dataset/images/lab/gleditsia_triacanthos/pi2766-04-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-04-1.png	Gleditsia triacanthos	lab
57796	dataset/images/lab/gleditsia_triacanthos/pi2766-04-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-04-2.png	Gleditsia triacanthos	lab
57797	dataset/images/lab/gleditsia_triacanthos/pi2766-04-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-04-3.png	Gleditsia triacanthos	lab
57798	dataset/images/lab/gleditsia_triacanthos/pi2766-04-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-04-4.png	Gleditsia triacanthos	lab
57799	dataset/images/lab/gleditsia_triacanthos/pi2766-05-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-05-1.png	Gleditsia triacanthos	lab
57800	dataset/images/lab/gleditsia_triacanthos/pi2766-05-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-05-2.png	Gleditsia triacanthos	lab
57801	dataset/images/lab/gleditsia_triacanthos/pi2766-05-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-05-3.png	Gleditsia triacanthos	lab
57802	dataset/images/lab/gleditsia_triacanthos/pi2766-05-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2766-05-4.png	Gleditsia triacanthos	lab
57803	dataset/images/lab/gleditsia_triacanthos/pi2767-01-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-01-1.png	Gleditsia triacanthos	lab
57804	dataset/images/lab/gleditsia_triacanthos/pi2767-01-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-01-2.png	Gleditsia triacanthos	lab
57805	dataset/images/lab/gleditsia_triacanthos/pi2767-01-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-01-3.png	Gleditsia triacanthos	lab
57806	dataset/images/lab/gleditsia_triacanthos/pi2767-01-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-01-4.png	Gleditsia triacanthos	lab
57807	dataset/images/lab/gleditsia_triacanthos/pi2767-02-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-02-1.png	Gleditsia triacanthos	lab
57808	dataset/images/lab/gleditsia_triacanthos/pi2767-02-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-02-2.png	Gleditsia triacanthos	lab
57809	dataset/images/lab/gleditsia_triacanthos/pi2767-02-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-02-3.png	Gleditsia triacanthos	lab
57810	dataset/images/lab/gleditsia_triacanthos/pi2767-02-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-02-4.png	Gleditsia triacanthos	lab
57811	dataset/images/lab/gleditsia_triacanthos/pi2767-03-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-03-1.png	Gleditsia triacanthos	lab
57812	dataset/images/lab/gleditsia_triacanthos/pi2767-03-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-03-2.png	Gleditsia triacanthos	lab
57813	dataset/images/lab/gleditsia_triacanthos/pi2767-03-3.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-03-3.png	Gleditsia triacanthos	lab
57814	dataset/images/lab/gleditsia_triacanthos/pi2767-03-4.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-03-4.png	Gleditsia triacanthos	lab
57815	dataset/images/lab/gleditsia_triacanthos/pi2767-04-1.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-04-1.png	Gleditsia triacanthos	lab
57816	dataset/images/lab/gleditsia_triacanthos/pi2767-04-2.jpg	dataset/segmented/lab/gleditsia_triacanthos/pi2767-04-2.png	Gleditsia triacanthos	lab
